start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged,model_label
2003,2012,10,10,18-29,-0.3524807419659387,0.7029421069634073,0.6523806736539832,0.7574222010203742,2.142802761441633e-20,130759,1250,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,30-39,-0.5488712215397344,0.5776014265950846,0.5474796543793959,0.6093804679972279,9.832671734611432e-90,112298,1808,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,40-49,-0.6356045570964871,0.5296152088807838,0.5124627997544645,0.5473417184861576,2.58563281233e-313,118731,3845,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,50-59,-0.6129051112888773,0.5417746649636618,0.5291030914401957,0.5547497120032692,0,104590,7477,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,60-69,-0.550692023820115,0.5765506854865878,0.5646715661824407,0.5886797084230289,0,70000,10564,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,70-79,-0.39147639625394687,0.6760580078079061,0.6638659821123232,0.6884739423865572,0,41638,14145,TRUE,Adjusted: Race/Ethnicity
2003,2012,10,10,80-89,-0.19861913472566364,0.8198620908767099,0.8055573018245663,0.8344208990897037,2.2040118837807005e-108,24234,15757,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,18-29,-0.3724045081593867,0.6890754494992417,0.6394704401614949,0.7425284192693372,1.5187148537407258e-22,134014,1216,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,30-39,-0.5719734577542122,0.5644104986427293,0.5340369742043369,0.5965115270394088,2.5685943031068025e-91,114235,1725,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,40-49,-0.6357986491068504,0.5295124247752827,0.5116857610277058,0.5479601531773282,6.582435439328939e-290,119992,3630,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,50-59,-0.623295684438056,0.5361744607278182,0.5233441936408865,0.5493192736825023,0,108773,7237,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,60-69,-0.5580432849342563,0.57232785144705,0.5603417372090086,0.5845703573207439,0,74281,10336,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,70-79,-0.4030530782017139,0.6682766274605443,0.655931620813089,0.6808539741634109,0,43133,13626,TRUE,Adjusted: Race/Ethnicity
2004,2013,10,10,80-89,-0.19946763009265833,0.8191667367351282,0.8046934349775922,0.8339003568383341,1.3127206322364696e-106,25270,15712,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,18-29,-0.36045147589773185,0.6973614131185449,0.6458663131741632,0.7529622316368675,3.276672756367393e-20,137812,1149,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,30-39,-0.5887279537572996,0.5550328633434476,0.523707485699441,0.5882319573488484,8.613415221693388e-88,116413,1609,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,40-49,-0.6444245911898916,0.5249645244289672,0.506353947858804,0.5442591157317862,2.9170544877463136e-268,121671,3337,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,50-59,-0.6236339212618314,0.5359931374480659,0.5227384389181444,0.5495839257315603,0,113575,6954,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,60-69,-0.5714262011829515,0.5647194605300007,0.5525620519624518,0.5771443550433424,0,79242,10001,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,70-79,-0.41216699327307005,0.6622136815879534,0.6495223669479274,0.6751529776301426,0,45134,12944,TRUE,Adjusted: Race/Ethnicity
2005,2014,10,10,80-89,-0.21008757373248896,0.8105132631904296,0.7958177870798517,0.8254801042059173,3.8014715922871885e-112,26357,15380,TRUE,Adjusted: Race/Ethnicity
