survey,term,covariate,covariate_label,level,reference,year,coefficient,se,ci_lower,ci_upper,n_unweighted
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2019,0.437225,0.029366,0.37954,0.494909,31730
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2019,0.826001,0.030427,0.766233,0.885768,31730
NHIS,age,age,Age,age,NA,2020,-0.016247,4.06e-4,-0.017045,-0.01545,31336
NHIS,sexFemale,sex,Sex,Female,Male,2020,-0.016134,0.014085,-0.043799,0.011531,31336
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2020,-0.201995,0.025239,-0.251568,-0.152422,31336
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2020,-0.24485,0.096806,-0.434996,-0.054705,31336
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2020,0.037405,0.030639,-0.022776,0.097587,31336
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2020,-0.064965,0.024411,-0.112913,-0.017016,31336
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2020,-0.140188,0.054952,-0.248124,-0.032252,31336
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2020,0.319266,0.030318,0.259715,0.378817,31336
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2020,0.700061,0.031428,0.638331,0.761791,31336
NHIS,age,age,Age,age,NA,2021,-0.01641,4.41e-4,-0.017276,-0.015544,29233
NHIS,sexFemale,sex,Sex,Female,Male,2021,-0.01973,0.0139,-0.047031,0.00757,29233
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2021,-0.150173,0.026312,-0.201851,-0.098494,29233
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2021,-0.347895,0.101271,-0.546796,-0.148993,29233
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2021,-0.01705,0.028805,-0.073625,0.039525,29233
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2021,-0.062912,0.022702,-0.1075,-0.018325,29233
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2021,-0.1887,0.049386,-0.285698,-0.091703,29233
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2021,0.3327,0.030991,0.271832,0.393568,29233
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2021,0.717264,0.032098,0.654221,0.780306,29233
NHIS,age,age,Age,age,NA,2022,-0.014765,4.18e-4,-0.015586,-0.013944,27439
NHIS,sexFemale,sex,Sex,Female,Male,2022,-0.017892,0.013556,-0.044518,0.008735,27439
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2022,-0.136485,0.026075,-0.187701,-0.085269,27439
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2022,-0.193637,0.077911,-0.34667,-0.040604,27439
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2022,0.006963,0.029767,-0.051505,0.06543,27439
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2022,-0.049986,0.023805,-0.096743,-0.003228,27439
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2022,-0.139465,0.050933,-0.239506,-0.039423,27439
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2022,0.350003,0.028576,0.293874,0.406132,27439
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2022,0.723133,0.029062,0.666048,0.780217,27439
NHIS,age,age,Age,age,NA,2023,-0.014569,3.98e-4,-0.01535,-0.013787,29300
NHIS,sexFemale,sex,Sex,Female,Male,2023,-0.012618,0.014148,-0.040404,0.015168,29300
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2023,-0.155079,0.023999,-0.202212,-0.107947,29300
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2023,-0.155924,0.077526,-0.30818,-0.003669,29300
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2023,-0.039229,0.02699,-0.092235,0.013777,29300
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2023,-0.059284,0.022293,-0.103065,-0.015503,29300
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2023,-0.185369,0.05882,-0.300886,-0.069852,29300
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2023,0.309233,0.028323,0.253608,0.364857,29300
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2023,0.699835,0.029194,0.642501,0.75717,29300
NHIS,age,age,Age,age,NA,2024,-0.014723,3.91e-4,-0.015492,-0.013955,32415
NHIS,sexFemale,sex,Sex,Female,Male,2024,-0.028333,0.013551,-0.054947,-0.001719,32415
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2024,-0.165238,0.026073,-0.216444,-0.114033,32415
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2024,-0.169962,0.095253,-0.357031,0.017106,32415
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2024,-0.097548,0.029457,-0.1554,-0.039697,32415
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2024,-0.065181,0.022705,-0.109771,-0.020591,32415
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2024,-0.277613,0.048898,-0.373646,-0.181581,32415
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2024,0.302601,0.027973,0.247663,0.357538,32415
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2024,0.684463,0.029064,0.627384,0.741542,32415
CPS,age,age,Age,age,NA,1996,-0.024261,2.26e-4,-0.024703,-0.023818,90676
CPS,sexFemale,sex,Sex,Female,Male,1996,-0.06563,0.007571,-0.080469,-0.050791,90676
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1996,-0.359469,0.0134,-0.385732,-0.333206,90676
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1996,-0.349424,0.044632,-0.436903,-0.261946,90676
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1996,-0.145547,0.013528,-0.172062,-0.119032,90676
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1996,0.462803,0.011128,0.440992,0.484615,90676
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1996,0.833666,0.012604,0.808962,0.85837,90676
CPS,age,age,Age,age,NA,1997,-0.023822,2.22e-4,-0.024257,-0.023387,91991
CPS,sexFemale,sex,Sex,Female,Male,1997,-0.056939,0.007601,-0.071838,-0.042041,91991
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1997,-0.339531,0.013507,-0.366004,-0.313057,91991
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1997,-0.394241,0.043332,-0.479172,-0.309311,91991
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1997,-0.12711,0.013122,-0.152828,-0.101392,91991
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1997,0.432276,0.011187,0.41035,0.454202,91991
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1997,0.80511,0.012637,0.78034,0.829879,91991
CPS,age,age,Age,age,NA,1998,-0.023251,2.21e-4,-0.023683,-0.022819,91691
CPS,sexFemale,sex,Sex,Female,Male,1998,-0.060702,0.007483,-0.075368,-0.046036,91691
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1998,-0.319547,0.013038,-0.345101,-0.293993,91691
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1998,-0.296982,0.044584,-0.384365,-0.209598,91691
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1998,-0.121037,0.013218,-0.146944,-0.095131,91691
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1998,0.436489,0.011121,0.414693,0.458286,91691
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1998,0.823987,0.012501,0.799485,0.848488,91691
CPS,age,age,Age,age,NA,1999,-0.023083,2.15e-4,-0.023505,-0.022661,92476
CPS,sexFemale,sex,Sex,Female,Male,1999,-0.053957,0.007425,-0.068509,-0.039405,92476
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1999,-0.307925,0.013064,-0.33353,-0.28232,92476
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1999,-0.257656,0.045946,-0.34771,-0.167603,92476
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1999,-0.134838,0.01255,-0.159435,-0.110241,92476
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1999,0.420228,0.011064,0.398543,0.441913,92476
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1999,0.797036,0.012394,0.772744,0.821328,92476
CPS,age,age,Age,age,NA,2000,-0.023126,2.19e-4,-0.023554,-0.022698,93838
CPS,sexFemale,sex,Sex,Female,Male,2000,-0.064038,0.0074400000000000004,-0.07862,-0.049456,93838
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2000,-0.277393,0.012813,-0.302506,-0.252279,93838
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2000,-0.253553,0.04307,-0.33797,-0.169137,93838
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2000,-0.089152,0.011911,-0.112497,-0.065806,93838
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2000,0.41147,0.011186,0.389546,0.433394,93838
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2000,0.802201,0.012532,0.77764,0.826763,93838
CPS,age,age,Age,age,NA,2001,-0.023606,1.93e-4,-0.023984,-0.023229,142688
CPS,sexFemale,sex,Sex,Female,Male,2001,-0.064451,0.006416,-0.077025,-0.051876,142688
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2001,-0.283486,0.009677,-0.302452,-0.264519,142688
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2001,-0.315434,0.032954,-0.380023,-0.250846,142688
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2001,-0.095579,0.01084,-0.116825,-0.074332,142688
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2001,0.399708,0.00968,0.380736,0.41868,142688
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2001,0.799244,0.010832,0.778013,0.820474,142688
CPS,age,age,Age,age,NA,2002,-0.023248,1.93e-4,-0.023627,-0.022869,142661
CPS,sexFemale,sex,Sex,Female,Male,2002,-0.050188,0.006389,-0.062711,-0.037665,142661
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2002,-0.278565,0.009603,-0.297388,-0.259743,142661
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2002,-0.298386,0.032535,-0.362153,-0.234619,142661
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2002,-0.11372,0.010699,-0.134691,-0.092749,142661
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2002,0.391485,0.009659,0.372554,0.410417,142661
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2002,0.792502,0.010756,0.77142,0.813583,142661
CPS,age,age,Age,age,NA,2003,-0.023561,1.89e-4,-0.023932,-0.02319,149844
CPS,sexFemale,sex,Sex,Female,Male,2003,-0.040846,0.006201,-0.053,-0.028693,149844
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2003,-0.293544,0.00975,-0.312654,-0.274435,149844
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2003,-0.319398,0.036859,-0.391641,-0.247156,149844
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2003,-0.133762,0.014736,-0.162643,-0.10488,149844
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2003,-0.105761,0.010468,-0.126277,-0.085245,149844
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2003,-0.290352,0.02797,-0.345173,-0.235532,149844
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2003,0.384661,0.009469,0.366101,0.40322,149844
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2003,0.768162,0.01055,0.747485,0.788839,149844
CPS,age,age,Age,age,NA,2004,-0.023012,1.9e-4,-0.023385,-0.022639,148180
CPS,sexFemale,sex,Sex,Female,Male,2004,-0.042542,0.006352,-0.054991,-0.030093,148180
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2004,-0.282926,0.010029,-0.302583,-0.263269,148180
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2004,-0.297493,0.036083,-0.368214,-0.226771,148180
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2004,-0.138367,0.013994,-0.165795,-0.110939,148180
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2004,-0.089986,0.010712,-0.110981,-0.06899,148180
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2004,-0.210072,0.027413,-0.263801,-0.156343,148180
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2004,0.369459,0.009778,0.350296,0.388623,148180
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2004,0.745628,0.010835,0.724392,0.766864,148180
CPS,age,age,Age,age,NA,2005,-0.022896,1.87e-4,-0.023263,-0.02253,146518
CPS,sexFemale,sex,Sex,Female,Male,2005,-0.039776,0.006272,-0.052068,-0.027483,146518
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2005,-0.273145,0.010186,-0.29311,-0.25318,146518
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2005,-0.307628,0.037482,-0.381091,-0.234165,146518
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2005,-0.116178,0.013546,-0.142728,-0.089628,146518
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2005,-0.080909,0.010437,-0.101367,-0.060452,146518
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2005,-0.197075,0.025027,-0.246128,-0.148021,146518
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2005,0.382303,0.009705,0.363282,0.401325,146518
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2005,0.767196,0.010696,0.746231,0.788161,146518
CPS,age,age,Age,age,NA,2006,-0.022958,1.85e-4,-0.023321,-0.022595,145752
CPS,sexFemale,sex,Sex,Female,Male,2006,-0.039937,0.006264,-0.052214000000000003,-0.02766,145752
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2006,-0.285539,0.010206,-0.305543,-0.265535,145752
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2006,-0.206108,0.036086,-0.276835,-0.135381,145752
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2006,-0.103032,0.013615,-0.129717,-0.076346,145752
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2006,-0.092047,0.010023,-0.111693,-0.072401,145752
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2006,-0.235846,0.025302,-0.285437,-0.186254,145752
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2006,0.352748,0.00981,0.333521,0.371975,145752
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2006,0.747292,0.010748,0.726227,0.768358,145752
CPS,age,age,Age,age,NA,2007,-0.022913,1.87e-4,-0.023279,-0.022546,144918
CPS,sexFemale,sex,Sex,Female,Male,2007,-0.044891,0.006294,-0.057228,-0.032554,144918
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2007,-0.234055,0.010018,-0.253691,-0.214419,144918
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2007,-0.277157,0.036502,-0.3487,-0.205615,144918
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2007,-0.077743,0.013386,-0.10398,-0.051506,144918
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2007,-0.1255,0.010054,-0.145205,-0.105795,144918
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2007,-0.169983,0.02624,-0.221412,-0.118554,144918
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2007,0.344317,0.009849,0.325014,0.363621,144918
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2007,0.730387,0.010756,0.709305,0.751469,144918
CPS,age,age,Age,age,NA,2008,-0.022348,1.87e-4,-0.022714,-0.021982,145609
CPS,sexFemale,sex,Sex,Female,Male,2008,-0.039488,0.006306,-0.051848,-0.027128,145609
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2008,-0.253948,0.010096,-0.273736,-0.23416,145609
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2008,-0.202555,0.036322,-0.273746,-0.131364,145609
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2008,-0.048448,0.013291,-0.074499,-0.022398,145609
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2008,-0.091897,0.010052,-0.111599,-0.072195,145609
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2008,-0.195607,0.026312,-0.247177,-0.144037,145609
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2008,0.372042,0.010198,0.352054,0.392029,145609
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2008,0.77574,0.011054,0.754074,0.797406,145609
CPS,age,age,Age,age,NA,2009,-0.022505,1.85e-4,-0.022868,-0.022142,147163
CPS,sexFemale,sex,Sex,Female,Male,2009,-0.042171,0.006302,-0.054523,-0.029819,147163
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2009,-0.256954,0.009936,-0.276429,-0.23748,147163
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2009,-0.243722,0.035527,-0.313354,-0.17409,147163
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2009,-0.124049,0.012968,-0.149466,-0.098631,147163
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2009,-0.114291,0.010228,-0.134338,-0.094244,147163
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2009,-0.206716,0.025515,-0.256725,-0.156708,147163
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2009,0.365989,0.01022,0.345958,0.386021,147163
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2009,0.792395,0.011052,0.770734,0.814056,147163
CPS,age,age,Age,age,NA,2010,-0.021738,1.8e-4,-0.022091,-0.021386,149071
CPS,sexFemale,sex,Sex,Female,Male,2010,-0.039281,0.006184,-0.051402,-0.02716,149071
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2010,-0.261427,0.009678,-0.280396,-0.242457,149071
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2010,-0.157855,0.035561,-0.227555,-0.088155,149071
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2010,-0.117382,0.012517,-0.141915,-0.092849,149071
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2010,-0.131385,0.009653,-0.150305,-0.112466,149071
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2010,-0.183061,0.025743,-0.233518,-0.132605,149071
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2010,0.341899,0.009826,0.322641,0.361158,149071
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2010,0.752925,0.010729,0.731897,0.773954,149071
CPS,age,age,Age,age,NA,2011,-0.02211,1.8e-4,-0.022462,-0.021758,146785
CPS,sexFemale,sex,Sex,Female,Male,2011,-0.043674,0.006233,-0.05589,-0.031458,146785
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2011,-0.253639,0.009722,-0.272694,-0.234584,146785
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2011,-0.273929,0.035566,-0.343638,-0.204221,146785
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2011,-0.090154,0.012389,-0.114437,-0.065871,146785
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2011,-0.105109,0.009654,-0.124031,-0.086187,146785
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2011,-0.175754,0.025172,-0.225091,-0.126418,146785
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2011,0.324304,0.009967,0.304769,0.343839,146785
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2011,0.722073,0.010834,0.700838,0.743307,146785
CPS,age,age,Age,age,NA,2012,-0.021995,1.82e-4,-0.022351,-0.021639,144803
CPS,sexFemale,sex,Sex,Female,Male,2012,-0.040532,0.0063,-0.05288,-0.028185,144803
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2012,-0.234248,0.009762,-0.253382,-0.215114,144803
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2012,-0.253522,0.039378,-0.330702,-0.176343,144803
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2012,-0.126512,0.012118,-0.150263,-0.102761,144803
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2012,-0.117658,0.009868,-0.136999,-0.098316,144803
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2012,-0.201251,0.026212,-0.252626,-0.149876,144803
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2012,0.351355,0.010242,0.331281,0.371429,144803
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2012,0.750097,0.011049,0.728442,0.771752,144803
CPS,age,age,Age,age,NA,2013,-0.021791,1.79e-4,-0.022142,-0.02144,145762
CPS,sexFemale,sex,Sex,Female,Male,2013,-0.04114,0.00624,-0.05337,-0.028909,145762
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2013,-0.201376,0.009807,-0.220597,-0.182155,145762
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2013,-0.269946,0.035822,-0.340157,-0.199735,145762
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2013,-0.096583,0.011963,-0.120031,-0.073135,145762
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2013,-0.112232,0.009618,-0.131083,-0.093381,145762
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2013,-0.189899,0.025572,-0.240019,-0.139779,145762
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2013,0.345464,0.010369,0.32514,0.365788,145762
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2013,0.749592,0.01112,0.727798,0.771387,145762
CPS,age,age,Age,age,NA,2014,-0.021931,2e-4,-0.022323,-0.021538,144298
CPS,sexFemale,sex,Sex,Female,Male,2014,-0.043997,0.007031,-0.057778,-0.030216,144298
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2014,-0.209239,0.010741,-0.230291,-0.188188,144298
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2014,-0.280769,0.040314,-0.359784,-0.201755,144298
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2014,-0.07442,0.013306,-0.100499,-0.048341,144298
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2014,-0.077254,0.011425,-0.099647,-0.054861,144298
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2014,-0.172711,0.029464,-0.230461,-0.114961,144298
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2014,0.340858,0.011948,0.31744,0.364276,144298
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2014,0.727673,0.01274,0.702704,0.752643,144298
CPS,age,age,Age,age,NA,2015,-0.021129,1.78e-4,-0.021477,-0.020781,144279
CPS,sexFemale,sex,Sex,Female,Male,2015,-0.029206,0.006232,-0.041422,-0.016991,144279
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2015,-0.212843,0.009635,-0.231727,-0.193959,144279
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2015,-0.251652,0.033318,-0.316955,-0.18635,144279
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2015,-0.0936,0.011517,-0.116172,-0.071028,144279
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2015,-0.081479,0.00939,-0.099883,-0.063075,144279
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2015,-0.228097,0.026272,-0.27959,-0.176605,144279
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2015,0.313645,0.010491,0.293082,0.334208,144279
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2015,0.692213,0.011226999999999999,0.670208,0.714218,144279
CPS,age,age,Age,age,NA,2016,-0.021142,1.83e-4,-0.0215,-0.020784,134562
CPS,sexFemale,sex,Sex,Female,Male,2016,-0.028713,0.006445,-0.041345,-0.016081,134562
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2016,-0.209807,0.010115,-0.229633,-0.189981,134562
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2016,-0.259969,0.035791,-0.33012,-0.189819,134562
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2016,-0.054816,0.01177,-0.077886,-0.031747,134562
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2016,-0.067248,0.009636,-0.086135,-0.048362,134562
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2016,-0.192428,0.02779,-0.246896,-0.137959,134562
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2016,0.280027,0.010947,0.258571,0.301483,134562
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2016,0.648318,0.011659,0.625466,0.67117,134562
CPS,age,age,Age,age,NA,2017,-0.020856,1.81e-4,-0.021211,-0.0205,135750
CPS,sexFemale,sex,Sex,Female,Male,2017,-0.034259,0.006394,-0.046792,-0.021726,135750
