survey,term,covariate,covariate_label,level,reference,year,coefficient,se,ci_lower,ci_upper,n_unweighted
BRFSS,age,age,Age,age,NA,1993,-0.014407,2.87e-4,-0.014969,-0.013845,101127
BRFSS,sexFemale,sex,Sex,Female,Male,1993,-0.029361,0.009516,-0.048013,-0.010709,101127
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1993,-0.240466,0.016949,-0.273687,-0.207246,101127
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1993,-0.207823,0.050155,-0.306127,-0.10952,101127
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1993,-0.194015,0.036414,-0.265386,-0.122645,101127
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1993,-0.218459,0.023381,-0.264285,-0.172633,101127
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1993,-0.11917,0.058422,-0.233677,-0.004663,101127
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1993,0.484457,0.01659,0.45194,0.516974,101127
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1993,0.85723,0.017642,0.822653,0.891808,101127
BRFSS,age,age,Age,age,NA,1994,-0.014164,2.87e-4,-0.014727,-0.013601,104687
BRFSS,sexFemale,sex,Sex,Female,Male,1994,-0.007141,0.009658,-0.026071,0.01179,104687
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1994,-0.234451,0.016389,-0.266573,-0.202329,104687
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1994,-0.232144,0.050787,-0.331686,-0.132603,104687
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1994,-0.13834,0.035395,-0.207713,-0.068967,104687
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1994,-0.274412,0.021856,-0.317249,-0.231576,104687
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1994,-0.162708,0.066261,-0.292578,-0.032838,104687
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1994,0.454841,0.015617,0.424232,0.485449,104687
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1994,0.836147,0.016924,0.802977,0.869318,104687
BRFSS,age,age,Age,age,NA,1995,-0.014387,2.92e-4,-0.014959,-0.013814,112639
BRFSS,sexFemale,sex,Sex,Female,Male,1995,-0.028557,0.010659,-0.049448,-0.007666,112639
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1995,-0.254117,0.017684,-0.288778,-0.219456,112639
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1995,-0.256925,0.052851,-0.360511,-0.153338,112639
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1995,-0.217797,0.039119,-0.294469,-0.141125,112639
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1995,-0.260889,0.029137,-0.317998,-0.20378,112639
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1995,-0.041468,0.060078,-0.15922,0.076283,112639
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1995,0.42196,0.016711,0.389207,0.454713,112639
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1995,0.797088,0.020216,0.757464,0.836712,112639
BRFSS,age,age,Age,age,NA,1996,-0.012959,2.6e-4,-0.013468,-0.012449,122736
BRFSS,sexFemale,sex,Sex,Female,Male,1996,-0.007443,0.008898,-0.024883,0.009996,122736
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1996,-0.225038,0.016247,-0.256881,-0.193195,122736
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1996,-0.16803,0.06136,-0.288294,-0.047766,122736
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1996,-0.221812,0.034896,-0.290208,-0.153416,122736
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1996,-0.256043,0.018341,-0.291991,-0.220094,122736
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1996,-0.145704,0.057307,-0.258024,-0.033383,122736
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1996,0.510428,0.01483,0.481361,0.539494,122736
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1996,0.871073,0.015888,0.839934,0.902213,122736
BRFSS,age,age,Age,age,NA,1997,-0.013759,2.52e-4,-0.014253,-0.013264,133821
BRFSS,sexFemale,sex,Sex,Female,Male,1997,-0.029679,0.008514,-0.046366,-0.012991,133821
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1997,-0.225199,0.015085,-0.254765,-0.195632,133821
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1997,-0.206625,0.051376,-0.307322,-0.105929,133821
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1997,-0.183188,0.034012,-0.249852,-0.116525,133821
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1997,-0.313984,0.017463,-0.348212,-0.279757,133821
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1997,-0.189841,0.064392,-0.316048,-0.063635,133821
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1997,0.523652,0.015048,0.494158,0.553145,133821
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1997,0.88041,0.016023,0.849004,0.911815,133821
BRFSS,age,age,Age,age,NA,1998,-0.013407,2.52e-4,-0.013902,-0.012913000000000001,147461
BRFSS,sexFemale,sex,Sex,Female,Male,1998,-0.041224,0.008588,-0.058057,-0.024391,147461
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1998,-0.21814,0.014781,-0.247111,-0.189169,147461
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1998,-0.245893,0.066166,-0.375578,-0.116209,147461
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1998,-0.116666,0.033924,-0.183157,-0.050175,147461
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1998,-0.241022,0.0168,-0.27395,-0.208095,147461
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1998,-0.1785,0.063321,-0.302608,-0.054392,147461
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1998,0.549255,0.014718,0.520409,0.578101,147461
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1998,0.918372,0.015722,0.887557,0.949187,147461
BRFSS,age,age,Age,age,NA,1999,-0.013355,2.52e-4,-0.013848,-0.012862,157706
BRFSS,sexFemale,sex,Sex,Female,Male,1999,-0.015048,0.008545,-0.031796,0.001701,157706
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1999,-0.259226,0.015098,-0.288818,-0.229635,157706
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1999,-0.244018,0.052596,-0.347104,-0.140931,157706
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1999,-0.1583,0.033304,-0.223575,-0.093026,157706
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1999,-0.273007,0.016636,-0.305613,-0.240401,157706
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1999,-0.122147,0.055689,-0.231297,-0.012997,157706
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1999,0.503551,0.015531,0.47311,0.533992,157706
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1999,0.891834,0.016251,0.859982,0.923685,157706
BRFSS,age,age,Age,age,NA,2000,-0.014056,2.4e-4,-0.014527,-0.013586,180907
BRFSS,sexFemale,sex,Sex,Female,Male,2000,-0.02185,0.00823,-0.03798,-0.00572,180907
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2000,-0.205787,0.014386,-0.233982,-0.177591,180907
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2000,-0.24915,0.042056,-0.331578,-0.166722,180907
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2000,-0.126142,0.033701,-0.192194,-0.060089,180907
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2000,-0.296609,0.016201,-0.328363,-0.264855,180907
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2000,-0.215073,0.060699,-0.334042,-0.096104,180907
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2000,0.514926,0.01496,0.485606,0.544247,180907
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2000,0.8967,0.015467,0.866386,0.927015,180907
BRFSS,age,age,Age,age,NA,2001,-0.013409,0.001094,-0.015553,-0.011264,18249
BRFSS,sexFemale,sex,Sex,Female,Male,2001,-0.170722,0.030353,-0.230216,-0.111227,18249
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2001,-0.179415,0.157254,-0.487648,0.128818,18249
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2001,0.190678,0.436108,-0.664135,1.045491,18249
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2001,0.263893,0.902761,-1.505604,2.03339,18249
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2001,-0.271538,0.05991,-0.388967,-0.154109,18249
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2001,0.831287,0.570806,-0.287547,1.950121,18249
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2001,0.59461,0.035772,0.524494,0.664726,18249
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2001,1.012213,0.044013,0.925943,1.098484,18249
BRFSS,age,age,Age,age,NA,2002,-0.01353,2.22e-4,-0.013965,-0.013096,244144
BRFSS,sexFemale,sex,Sex,Female,Male,2002,-0.029063,0.007696,-0.044147,-0.013979,244144
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2002,0.589866,0.014739,0.560977,0.618755,244144
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2002,1.0045790000000001,0.015126,0.974932,1.034227,244144
BRFSS,age,age,Age,age,NA,2003,-0.013257,2.11e-4,-0.013672,-0.012843,261779
BRFSS,sexFemale,sex,Sex,Female,Male,2003,-0.012302,0.007513,-0.027027,0.002424,261779
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2003,0.591473,0.014135,0.563769,0.619176,261779
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2003,1.024027,0.014507,0.995594,1.05246,261779
BRFSS,age,age,Age,age,NA,2004,-0.013231,2.11e-4,-0.013644,-0.012818,300269
BRFSS,sexFemale,sex,Sex,Female,Male,2004,-0.020849,0.00751,-0.035568,-0.006131,300269
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2004,0.608469,0.014109,0.580816,0.636122,300269
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2004,1.055859,0.014439,1.0275589999999999,1.084159,300269
BRFSS,age,age,Age,age,NA,2005,-0.012668,1.93e-4,-0.013045,-0.01229,351093
BRFSS,sexFemale,sex,Sex,Female,Male,2005,-0.010081,0.006961,-0.023724,0.003561,351093
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2005,0.606124,0.013207,0.58024,0.632008,351093
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2005,1.051679,0.013402,1.025411,1.077947,351093
BRFSS,age,age,Age,age,NA,2006,-0.012462,2.18e-4,-0.012889,-0.012035,349321
BRFSS,sexFemale,sex,Sex,Female,Male,2006,-0.020969,0.007648,-0.035959,-0.005979,349321
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2006,0.596065,0.014856,0.566948,0.625181,349321
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2006,1.042971,0.015034,1.013505,1.072438,349321
BRFSS,age,age,Age,age,NA,2007,-0.012364,1.97e-4,-0.01275,-0.011979,424511
BRFSS,sexFemale,sex,Sex,Female,Male,2007,-0.00441,0.006971,-0.018073,0.009253,424511
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2007,0.584058,0.01421,0.556207,0.611908,424511
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2007,1.018455,0.014457,0.990119,1.046791,424511
BRFSS,age,age,Age,age,NA,2008,-0.012589,1.9e-4,-0.012962,-0.012216,407786
BRFSS,sexFemale,sex,Sex,Female,Male,2008,-0.006859,0.006705,-0.02,0.006283,407786
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2008,0.547696,0.013849,0.520554,0.574839,407786
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2008,0.999493,0.013903,0.972243,1.026742,407786
BRFSS,age,age,Age,age,NA,2009,-0.012476,1.86e-4,-0.012841,-0.01211,425247
BRFSS,sexFemale,sex,Sex,Female,Male,2009,-0.014944,0.006635,-0.027949,-0.001939,425247
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2009,0.536173,0.013712,0.509297,0.563049,425247
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2009,0.987491,0.013812,0.96042,1.014561,425247
BRFSS,age,age,Age,age,NA,2010,-0.012656,1.69e-4,-0.012986,-0.012325,441480
BRFSS,sexFemale,sex,Sex,Female,Male,2010,-0.013655,0.006067,-0.025545000000000002,-0.001765,441480
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2010,0.558353,0.012087,0.534664,0.582043,441480
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2010,1.025608,0.012201,1.001695,1.049521,441480
BRFSS,age,age,Age,age,NA,2011,-0.012932,1.63e-4,-0.013251,-0.012613,495264
BRFSS,sexFemale,sex,Sex,Female,Male,2011,-0.017713,0.006015,-0.029502,-0.005924,495264
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2011,-0.222401,0.011067,-0.244092,-0.200709,495264
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2011,-0.302252,0.030409,-0.361852,-0.242652,495264
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2011,-0.085446,0.020216,-0.125068,-0.045824,495264
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2011,-0.2638,0.010694,-0.28476,-0.24284,495264
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2011,-0.197256,0.021923,-0.240225,-0.154286,495264
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2011,0.473368,0.010947,0.451913,0.494823,495264
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2011,0.890742,0.011243,0.868707,0.912778,495264
BRFSS,age,age,Age,age,NA,2012,-0.012608,1.7e-4,-0.012941,-0.012275,467425
BRFSS,sexFemale,sex,Sex,Female,Male,2012,-0.009686,0.006301,-0.022036,0.002665,467425
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2012,-0.201366,0.011342,-0.223596,-0.179137,467425
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2012,-0.298211,0.031547,-0.360042,-0.23638,467425
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2012,-0.104187,0.021566,-0.146456,-0.061919,467425
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2012,-0.248541,0.011394,-0.270873,-0.226208,467425
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2012,-0.203851,0.020354,-0.243745,-0.163957,467425
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2012,0.541499,0.012199,0.517589,0.56541,467425
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2012,0.947141,0.012434,0.922772,0.971511,467425
BRFSS,age,age,Age,age,NA,2013,-0.011758,1.62e-4,-0.012076,-0.011441,445201
BRFSS,sexFemale,sex,Sex,Female,Male,2013,-0.01418,0.006169,-0.026272,-0.002089,445201
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2013,-0.214586,0.010766,-0.235687,-0.193484,445201
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2013,-0.214494,0.02799,-0.269354,-0.159635,445201
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2013,-0.115477,0.020658,-0.155965,-0.074988,445201
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2013,-0.092624,0.162575,-0.411267,0.226019,445201
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2013,-0.182364,0.022223,-0.225921,-0.138807,445201
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2013,0.50363,0.013079,0.477995,0.529265,445201
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2013,0.920629,0.013234,0.894691,0.946567,445201
BRFSS,age,age,Age,age,NA,2014,-0.011562,1.69e-4,-0.011893,-0.011231,420185
BRFSS,sexFemale,sex,Sex,Female,Male,2014,-0.009776,0.006366,-0.022252,0.002701,420185
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2014,-0.203705,0.011085,-0.225431,-0.181978,420185
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2014,-0.279765,0.027838,-0.334327,-0.225202,420185
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2014,-0.083192,0.021303,-0.124945,-0.041439,420185
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2014,-0.179008,0.019708,-0.217635,-0.14038,420185
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2014,0.504436,0.014409,0.476195,0.532677,420185
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2014,0.922022,0.014626,0.893355,0.950689,420185
BRFSS,age,age,Age,age,NA,2015,-0.011055,1.75e-4,-0.011398,-0.010711,378232
BRFSS,sexFemale,sex,Sex,Female,Male,2015,-0.009203,0.006508,-0.021957,0.003552,378232
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2015,-0.17952099999999999,0.011035,-0.201149,-0.157892,378232
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2015,-0.070007,0.020058,-0.109319,-0.030694,378232
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2015,-0.292651,0.028211,-0.347944,-0.237358,378232
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2015,-0.085138,0.043328,-0.170059,-2.17e-4,378232
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2015,0.489652,0.015004,0.460245,0.51906,378232
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2015,0.891288,0.015194,0.861508,0.921068,378232
BRFSS,age,age,Age,age,NA,2016,-0.010955,1.7e-4,-0.011288,-0.010623,417342
BRFSS,sexFemale,sex,Sex,Female,Male,2016,-0.01158,0.006351,-0.024028,8.67e-4,417342
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2016,-0.171994,0.010526,-0.192624,-0.151364,417342
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2016,-0.071771,0.018828,-0.108674,-0.034868,417342
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2016,-0.305151,0.0264,-0.356895,-0.253408,417342
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2016,-0.001328,0.044161,-0.087883,0.085226,417342
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2016,0.519569,0.014645,0.490865,0.548273,417342
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2016,0.921743,0.014808,0.892719,0.950766,417342
BRFSS,age,age,Age,age,NA,2017,-0.010166,1.87e-4,-0.010533,-0.0098,406477
BRFSS,sexFemale,sex,Sex,Female,Male,2017,-0.016644,0.006939,-0.030244,-0.003044,406477
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2017,-0.169141,0.011113,-0.190923,-0.14736,406477
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2017,-0.246941,0.030253,-0.306236,-0.187647,406477
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2017,-0.088347,0.022873,-0.133177,-0.043517,406477
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2017,-0.136069,0.01908,-0.173465,-0.098673,406477
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2017,0.504226,0.016088,0.472694,0.535757,406477
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2017,0.928667,0.01631,0.896701,0.960633,406477
BRFSS,age,age,Age,age,NA,2018,-0.01028,1.85e-4,-0.010643,-0.009918,384636
BRFSS,sexFemale,sex,Sex,Female,Male,2018,-0.020803,0.006868,-0.034265,-0.007342,384636
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2018,-0.153452,0.011412,-0.175819,-0.131085,384636
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2018,-0.297699,0.028584,-0.353723,-0.241675,384636
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2018,-0.069343,0.021612,-0.111702,-0.026985,384636
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2018,-0.166851,0.018903,-0.203901,-0.129802,384636
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2018,0.462785,0.017095,0.429281,0.49629,384636
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2018,0.861668,0.017354,0.827656,0.895681,384636
BRFSS,age,age,Age,age,NA,2019,-0.009827,1.72e-4,-0.010163,-0.00949,372944
BRFSS,sexFemale,sex,Sex,Female,Male,2019,-0.014058,0.006601,-0.026995,-0.001121,372944
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2019,-0.146187,0.010958,-0.167664,-0.124709,372944
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2019,-0.299218,0.029167,-0.356385,-0.242051,372944
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2019,-0.052913,0.02086,-0.093799,-0.012028,372944
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2019,-0.15436,0.017981,-0.189603,-0.119118,372944
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2019,0.47991,0.015853,0.448838,0.510982,372944
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2019,0.881933,0.016022,0.85053,0.913336,372944
BRFSS,age,age,Age,age,NA,2020,-0.011882,1.98e-4,-0.012271,-0.011494,361137
BRFSS,sexFemale,sex,Sex,Female,Male,2020,-0.049965,0.007351,-0.064372,-0.035558,361137
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2020,-0.187666,0.012335,-0.211843,-0.163489,361137
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2020,-0.26366,0.035774,-0.333776,-0.193544,361137
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2020,-0.048643,0.023122,-0.093963,-0.003324,361137
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2020,-0.121541,0.020005,-0.160751,-0.082331,361137
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2020,0.420035,0.017284,0.38616,0.453911,361137
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2020,0.7854,0.017367,0.751362,0.819438,361137
BRFSS,age,age,Age,age,NA,2021,-0.010784,1.98e-4,-0.011172,-0.010395,378357
BRFSS,sexFemale,sex,Sex,Female,Male,2021,-0.032496,0.007264,-0.046734,-0.018259,378357
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2021,-0.181053,0.011756,-0.204095,-0.158012,378357
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2021,-0.254503,0.028481,-0.310325,-0.198682,378357
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2021,-0.067458,0.02296,-0.112459,-0.022456,378357
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2021,-0.111793,0.019341,-0.1497,-0.073886,378357
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2021,0.422962,0.017629,0.38841,0.457515,378357
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2021,0.787627,0.017686,0.752963,0.82229,378357
BRFSS,age,age,Age,age,NA,2022,-0.009375,1.83e-4,-0.009734,-0.009017,389901
BRFSS,sexFemale,sex,Sex,Female,Male,2022,-0.046093,0.006739,-0.059302,-0.032885,389901
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2022,-0.153535,0.010862,-0.174824,-0.132245,389901
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2022,-0.242283,0.035348,-0.311564,-0.173002,389901
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2022,-0.034634,0.018999,-0.071871,0.002604,389901
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2022,-0.144737,0.021218,-0.186324,-0.103151,389901
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2022,0.453417,0.018822,0.416527,0.490307,389901
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2022,0.795161,0.018851,0.758213,0.832109,389901
BRFSS,age,age,Age,age,NA,2023,-0.008739,1.87e-4,-0.009106,-0.008372,380734
BRFSS,sexFemale,sex,Sex,Female,Male,2023,-0.03147,0.007216,-0.045614,-0.017326,380734
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2023,-0.167551,0.011516,-0.190123,-0.14498,380734
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2023,-0.222999,0.030234,-0.282257,-0.163742,380734
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2023,-0.05375,0.02028,-0.093499,-0.014001,380734
